available_files,metadata_stations,missing_from_available
USC00391544,USC00391354,
USC00391560,USC00391373,
USC00391579,USC00391392,
USC00391609,USC00391452,
USC00391621,USC00391474,
USC00391634,USC00391485,
USC00391636,USC00391496,
USC00391649,USC00391504,
USC00391739,USC00391509,
USC00391740,USC00391519,
USC00391777,USC00391520,
USC00391825,USC00391529,
USC00391851,USC00391539,
USC00391873,USC00391544,
USC00391884,USC00391560,
USC00391917,USC00391579,
USC00391972,USC00391609,
USC00392027,USC00391621,
USC00392063,USC00391634,
USC00392068,USC00391636,
USC00392087,USC00391649,
USC00392088,USC00391739,
USC00392089,USC00391740,
USC00392120,USC00391777,
USC00392179,USC00391825,
USC00392207,USC00391851,
USC00392209,USC00391873,
USC00392228,USC00391884,
USC00392231,USC00391917,
USC00392234,USC00391972,
USC00392302,USC00392027,
USC00392312,USC00392063,
USC00392314,USC00392068,
USC00392316,USC00392087,
USC00392334,USC00392088,
USC00392371,USC00392089,
USC00392409,USC00392120,
USC00392429,USC00392179,
USC00392438,USC00392207,
USC00392446,USC00392209,
USC00392468,USC00392228,
USC00392485,USC00392231,
USC00392557,USC00392234,
USC00392559,USC00392302,
USC00392565,USC00392312,
USC00392580,USC00392314,
USC00392610,USC00392316,
USC00392614,USC00392334,
USC00392618,USC00392371,
USC00392622,USC00392409,
USC00392636,USC00392429,
USC00392647,USC00392438,
USC00392686,USC00392446,
USC00392797,USC00392468,
USC00392820,USC00392485,
USC00392822,USC00392557,
USC00392852,USC00392559,
USC00392888,USC00392565,
USC00392927,USC00392580,
USC00392984,USC00392610,
USC00393029,USC00392614,
USC00393044,USC00392618,
USC00393069,USC00392622,
USC00393076,USC00392636,
USC00393077,USC00392647,
USC00393079,USC00392686,
USC00393082,USC00392797,
USC00393089,USC00392820,
USC00393129,USC00392822,
USC00393211,USC00392852,
USC00393217,USC00392888,
USC00393239,USC00392927,
USC00393249,USC00392984,
USC00393274,USC00393029,
USC00393284,USC00393044,
USC00393294,USC00393069,
USC00393300,USC00393076,
USC00393302,USC00393077,
USC00393316,USC00393079,
USC00393339,USC00393082,
USC00393358,USC00393089,
USC00393410,USC00393129,
USC00393430,USC00393211,
USC00393440,USC00393217,
USC00393452,USC00393239,
USC00393456,USC00393249,
USC00393560,USC00393274,
USC00393572,USC00393284,
USC00393573,USC00393294,
USC00393574,USC00393300,
USC00393608,USC00393302,
USC00393672,USC00393316,
USC00393677,USC00393339,
USC00393681,USC00393358,
USC00393760,USC00393410,
USC00393764,USC00393430,
USC00393775,USC00393440,
USC00393832,USC00393452,
USC00393838,USC00393456,
USC00393857,USC00393560,
USC00393868,USC00393572,
USC00393885,USC00393573,
USC00393937,USC00393574,
USC00393945,USC00393608,
USC00393987,USC00393672,
USC00393990,USC00393677,
USC00394007,USC00393681,
USC00394009,USC00393760,
USC00394010,USC00393764,
USC00394025,USC00393775,
USC00394037,USC00393832,
USC00394132,USC00393838,
USC00394179,USC00393857,
USC00394184,USC00393868,
USC00394195,USC00393885,
USC00394206,USC00393937,
USC00394254,USC00393945,
USC00394268,USC00393987,
USC00394271,USC00393990,
USC00394273,USC00394007,
USC00394343,USC00394009,
USC00394413,USC00394010,
USC00394490,USC00394025,
USC00394493,USC00394037,
USC00394516,USC00394132,
USC00394556,USC00394179,
USC00394576,USC00394184,
USC00394596,USC00394195,
USC00394630,USC00394206,
USC00394651,USC00394254,
USC00394661,USC00394268,
USC00394671,USC00394271,
USC00394766,USC00394273,
USC00394834,USC00394343,
USC00394836,USC00394413,
USC00394864,USC00394490,
USC00394891,USC00394493,
USC00394893,USC00394516,
USC00394900,USC00394556,
USC00394947,USC00394576,
USC00394955,USC00394596,
USC00394956,USC00394630,
USC00394960,USC00394651,
USC00394983,USC00394661,
USC00395048,USC00394671,
USC00395058,USC00394766,
USC00395088,USC00394834,
USC00395090,USC00394836,
USC00395154,USC00394864,
USC00395184,USC00394891,
USC00395228,USC00394893,
USC00395281,USC00394900,
USC00395285,USC00394947,
USC00395320,USC00394955,
USC00395325,USC00394956,
USC00395360,USC00394960,
USC00395381,USC00394983,
USC00395406,USC00395048,
USC00395421,USC00395058,
USC00395432,USC00395088,
USC00395456,USC00395090,
USC00395481,USC00395154,
USC00395506,USC00395184,
USC00395531,USC00395228,
USC00395536,USC00395281,
USC00395544,USC00395285,
USC00395547,USC00395320,
USC00395561,USC00395325,
USC00395567,USC00395360,
USC00395569,USC00395381,
USC00395620,USC00395406,
USC00395638,USC00395421,
USC00395641,USC00395432,
USC00395648,USC00395456,
USC00395669,USC00395481,
USC00395671,USC00395506,
USC00395691,USC00395531,
USC00395711,USC00395536,
USC00395733,USC00395544,
USC00395735,USC00395547,
USC00395738,USC00395561,
USC00395744,USC00395567,
USC00395800,USC00395569,
USC00395854,USC00395620,
USC00395858,USC00395638,
USC00395870,USC00395641,
USC00395876,USC00395648,
USC00395891,USC00395669,
USC00395896,USC00395671,
USC00395929,USC00395691,
USC00396054,USC00395711,
USC00396170,USC00395733,
USC00396212,USC00395735,
USC00396214,USC00395738,
USC00396227,USC00395744,
USC00396282,USC00395800,
USC00396292,USC00395854,
USC00396304,USC00395858,
USC00396335,USC00395870,
USC00396337,USC00395876,
USC00396357,USC00395891,
USC00396397,USC00395896,
USC00396427,USC00395929,
USC00396462,USC00396054,
USC00396477,USC00396170,
USC00396510,USC00396212,
USC00396522,USC00396214,
USC00396574,USC00396227,
USC00396575,USC00396282,
USC00396596,USC00396292,
USC00396612,USC00396304,
USC00396636,USC00396335,
USC00396650,USC00396337,
USC00396669,USC00396357,
USC00396712,USC00396397,
USC00396736,USC00396427,
USC00396790,USC00396462,
USC00396812,USC00396477,
USC00396832,USC00396510,
USC00396907,USC00396522,
USC00396936,USC00396574,
USC00396947,USC00396575,
USC00396948,USC00396596,
USC00396969,USC00396612,
USC00397007,USC00396636,
USC00397033,USC00396650,
USC00397047,USC00396669,
USC00397052,USC00396712,
USC00397062,USC00396736,
USC00397073,USC00396790,
USC00397103,USC00396812,
USC00397106,USC00396832,
USC00397108,USC00396907,
USC00397150,USC00396936,
USC00397191,USC00396947,
USC00397222,USC00396948,
USC00397227,USC00396969,
USC00397247,USC00397007,
USC00397253,USC00397033,
USC00397267,USC00397047,
USC00397277,USC00397052,
USC00397287,USC00397062,
USC00397307,USC00397073,
USC00397326,USC00397103,
USC00397367,USC00397106,
USC00397418,USC00397108,
USC00397457,USC00397150,
USC00397485,USC00397191,
USC00397512,USC00397222,
USC00397515,USC00397227,
USC00397545,USC00397247,
USC00397551,USC00397253,
USC00397567,USC00397267,
USC00397569,USC00397277,
USC00397590,USC00397287,
USC00397640,USC00397307,
USC00397666,USC00397326,
USC00397742,USC00397367,
USC00397797,USC00397418,
USC00397877,USC00397457,
USC00397882,USC00397485,
USC00397992,USC00397512,
USC00398007,USC00397515,
USC00398073,USC00397545,
USC00398074,USC00397551,
USC00398095,USC00397567,
USC00398100,USC00397569,
USC00398107,USC00397590,
USC00398116,USC00397640,
USC00398176,USC00397666,
USC00398240,USC00397742,
USC00398277,USC00397797,
USC00398307,USC00397877,
USC00398320,USC00397882,
USC00398406,USC00397992,
USC00398420,USC00398007,
USC00398472,USC00398073,
USC00398494,USC00398074,
USC00398527,USC00398095,
USC00398528,USC00398100,
USC00398552,USC00398107,
USC00398572,USC00398116,
USC00398622,USC00398176,
USC00398652,USC00398240,
USC00398727,USC00398277,
USC00398767,USC00398307,
USC00398843,USC00398320,
USC00398911,USC00398406,
USC00398930,USC00398420,
USC00398931,USC00398472,
USC00398980,USC00398494,
USC00399004,USC00398527,
USC00399012,USC00398528,
USC00399032,USC00398552,
USC00399042,USC00398572,
USC00399064,USC00398622,
USC00399070,USC00398652,
USC00399077,USC00398727,
USC00399132,USC00398767,
USC00399136,USC00398843,
USC00399138,USC00398911,
USC00399176,USC00398930,
USC00399178,USC00398931,
USC00399187,USC00398980,
USC00399220,USC00399004,
USC00399232,USC00399012,
USC00399238,USC00399032,
USC00399313,USC00399042,
USC00399337,USC00399064,
USC00399347,USC00399070,
USC00399355,USC00399077,
USC00399367,USC00399132,
USC00399430,USC00399136,
USC00399442,USC00399138,
USC00399457,USC00399176,
USC00399507,USC00399178,
USC00399537,USC00399187,
USC00400008,USC00399220,
USC00400049,USC00399232,
USC00400056,USC00399238,
USC00400081,USC00399313,
USC00400116,USC00399337,
USC00400137,USC00399347,
USC00400179,USC00399355,
USC00400187,USC00399367,
USC00400235,USC00399430,
USC00400254,USC00399442,
USC00400271,USC00399457,
USC00400279,USC00399507,
USC00400284,USC00399537,
USC00400487,USC00400008,
USC00400497,USC00400049,
USC00400526,USC00400056,
USC00400571,USC00400081,
USC00400580,USC00400116,
USC00400603,USC00400137,
USC00400661,USC00400179,
USC00400669,USC00400187,
USC00400700,USC00400235,
USC00400705,USC00400254,
USC00400716,USC00400271,
USC00400724,USC00400279,
USC00400803,USC00400284,
USC00400825,USC00400487,
USC00400836,USC00400497,
USC00400847,USC00400526,
USC00400864,USC00400571,
USC00400871,USC00400580,
USC00400876,USC00400603,
USC00400884,USC00400661,
USC00400909,USC00400669,
USC00400920,USC00400700,
USC00400974,USC00400705,
USC00401035,USC00400716,
USC00401039,USC00400724,
USC00401145,USC00400803,
USC00401150,USC00400825,
USC00401186,USC00400836,
USC00401215,USC00400847,
USC00401236,USC00400864,
USC00401295,USC00400871,
USC00401310,USC00400876,
USC00401312,USC00400884,
USC00401317,USC00400909,
USC00401323,USC00400920,
USC00401334,USC00400974,
USC00401352,USC00401035,
USC00401381,USC00401039,
USC00401480,USC00401145,
USC00401485,USC00401150,
USC00401490,USC00401186,
USC00401495,USC00401215,
USC00401525,USC00401236,
USC00401535,USC00401295,
USC00401546,USC00401310,
USC00401553,USC00401312,
USC00401561,USC00401317,
USC00401565,USC00401323,
USC00401569,USC00401334,
USC00401576,USC00401352,
USC00401582,USC00401381,
USC00401585,USC00401480,
USC00401587,USC00401485,
USC00401618,USC00401490,
USC00401636,USC00401495,
USC00401640,USC00401525,
USC00401663,USC00401535,
USC00401669,USC00401546,
USC00401716,USC00401553,
USC00401720,USC00401561,
USC00401782,USC00401565,
USC00401784,USC00401569,
USC00401790,USC00401576,
USC00401795,USC00401582,
USC00401808,USC00401585,
USC00401813,USC00401587,
USC00401824,USC00401618,
USC00401835,USC00401636,
USC00401840,USC00401640,
USC00401887,USC00401663,
USC00401905,USC00401669,
USC00401916,USC00401716,
USC00401932,USC00401720,
USC00401946,USC00401782,
USC00401950,USC00401784,
USC00401953,USC00401790,
USC00401957,USC00401795,
USC00401962,USC00401808,
USC00401965,USC00401813,
USC00401968,USC00401824,
USC00401978,USC00401835,
USC00401986,USC00401840,
USC00402004,USC00401887,
USC00402009,USC00401905,
USC00402024,USC00401916,
USC00402029,USC00401932,
USC00402035,USC00401946,
USC00402074,USC00401950,
USC00402108,USC00401953,
USC00402140,USC00401957,
USC00402146,USC00401962,
USC00402147,USC00401965,
USC00402202,USC00401968,
USC00402207,USC00401978,
USC00402229,USC00401986,
USC00402239,USC00402004,
USC00402305,USC00402009,
USC00402316,USC00402024,
USC00402360,USC00402029,
USC00402385,USC00402035,
USC00402388,USC00402074,
USC00402390,USC00402108,
USC00402473,USC00402140,
USC00402481,USC00402146,
USC00402489,USC00402147,
USC00402564,USC00402202,
USC00402572,USC00402207,
USC00402581,USC00402229,
USC00402583,USC00402239,
USC00402585,USC00402305,
USC00402589,USC00402316,
USC00402600,USC00402360,
USC00402627,USC00402385,
USC00402648,USC00402388,
USC00402657,USC00402390,
USC00402680,USC00402473,
USC00402711,USC00402481,
USC00402742,USC00402489,
USC00402806,USC00402564,
USC00402811,USC00402572,
USC00402816,USC00402581,
USC00402836,USC00402583,
USC00402841,USC00402585,
USC00402856,USC00402589,
USC00402875,USC00402600,
USC00402894,USC00402627,
USC00402913,USC00402648,
USC00402921,USC00402657,
USC00402929,USC00402680,
USC00402934,USC00402711,
USC00402945,USC00402742,
USC00402957,USC00402806,
USC00402989,USC00402811,
USC00403036,USC00402816,
USC00403040,USC00402836,
USC00403044,USC00402841,
USC00403060,USC00402856,
USC00403069,USC00402875,
USC00403074,USC00402894,
USC00403125,USC00402913,
USC00403139,USC00402921,
USC00403200,USC00402929,
USC00403229,USC00402934,
USC00403234,USC00402945,
USC00403240,USC00402957,
USC00403272,USC00402989,
USC00403280,USC00403036,
USC00403285,USC00403040,
USC00403311,USC00403044,
USC00403366,USC00403060,
USC00403370,USC00403069,
USC00403378,USC00403074,
USC00403379,USC00403125,
USC00403420,USC00403139,
USC00403447,USC00403200,
USC00403465,USC00403229,
USC00403636,USC00403234,
USC00403679,USC00403240,
USC00403684,USC00403272,
USC00403697,USC00403280,
USC00403783,USC00403285,
USC00403788,USC00403311,
USC00403804,USC00403366,
USC00403809,USC00403370,
USC00403838,USC00403378,
USC00403907,USC00403379,
USC00403931,USC00403420,
USC00403932,USC00403447,
USC00403938,USC00403465,
USC00403963,USC00403636,
USC00403989,USC00403679,
USC00404033,USC00403684,
USC00404054,USC00403697,
USC00404079,USC00403783,
USC00404164,USC00403788,
USC00404223,USC00403804,
USC00404392,USC00403809,
USC00404412,USC00403838,
USC00404417,USC00403907,
USC00404432,USC00403931,
USC00404498,USC00403932,
USC00404509,USC00403938,
USC00404517,USC00403963,
USC00404561,USC00403989,
USC00404566,USC00404033,
USC00404567,USC00404054,
USC00404568,USC00404079,
USC00404571,USC00404164,
USC00404587,USC00404223,
USC00404590,USC00404392,
USC00404596,USC00404412,
USC00404605,USC00404417,
USC00404609,USC00404432,
USC00404613,USC00404498,
USC00404637,USC00404509,
USC00404650,USC00404517,
USC00404657,USC00404561,
USC00404659,USC00404566,
USC00404660,USC00404567,
USC00404662,USC00404568,
USC00404663,USC00404571,
USC00404666,USC00404587,
USC00404673,USC00404590,
USC00404678,USC00404596,
USC00404696,USC00404605,
USC00404706,USC00404609,
USC00404771,USC00404613,
USC00404858,USC00404637,
USC00404863,USC00404650,
USC00404866,USC00404657,
USC00404871,USC00404659,
USC00404876,USC00404660,
USC00404881,USC00404662,
USC00404903,USC00404663,
USC00404945,USC00404666,
USC00404946,USC00404673,
USC00404948,USC00404678,
USC00404955,USC00404696,
USC00404987,USC00404706,
USC00404993,USC00404771,
USC00404998,USC00404858,
USC00405011,USC00404863,
USC00405016,USC00404866,
USC00405035,USC00404871,
USC00405040,USC00404876,
USC00405051,USC00404881,
USC00405061,USC00404903,
USC00405084,USC00404945,
USC00405085,USC00404946,
USC00405089,USC00404948,
USC00405100,USC00404955,
USC00405108,USC00404987,
USC00405113,USC00404993,
USC00405118,USC00404998,
USC00405158,USC00405011,
USC00405187,USC00405016,
USC00405197,USC00405035,
USC00405205,USC00405040,
USC00405210,USC00405051,
USC00405214,USC00405061,
USC00405216,USC00405084,
USC00405224,USC00405085,
USC00405255,USC00405089,
USC00405260,USC00405100,
USC00405273,USC00405108,
USC00405278,USC00405113,
USC00405292,USC00405118,
USC00405311,USC00405158,
USC00405319,USC00405187,
USC00405327,USC00405197,
USC00405332,USC00405205,
USC00405337,USC00405210,
USC00405339,USC00405214,
USC00405347,USC00405216,
USC00405349,USC00405224,
USC00405351,USC00405255,
USC00405353,USC00405260,
USC00405355,USC00405273,
USC00405358,USC00405278,
USC00405359,USC00405292,
USC00405367,USC00405311,
USC00405429,USC00405319,
USC00405431,USC00405327,
USC00405442,USC00405332,
USC00405451,USC00405337,
USC00405525,USC00405339,
USC00405535,USC00405347,
USC00405560,USC00405349,
USC00405592,USC00405351,
USC00405595,USC00405353,
USC00405600,USC00405355,
USC00405681,USC00405358,
USC00405686,USC00405359,
USC00405720,USC00405367,
USC00405770,USC00405429,
USC00405777,USC00405431,
USC00405778,USC00405442,
USC00405823,USC00405451,
USC00405828,USC00405525,
USC00405836,USC00405535,
USC00405841,USC00405560,
USC00405849,USC00405592,
USC00405862,USC00405595,
USC00405882,USC00405600,
USC00405887,USC00405681,
USC00405896,USC00405686,
USC00405941,USC00405720,
USC00405949,USC00405770,
USC00405956,USC00405777,
USC00405966,USC00405778,
USC00406012,USC00405823,
USC00406104,USC00405828,
USC00406154,USC00405836,
USC00406162,USC00405841,
USC00406170,USC00405849,
USC00406175,USC00405862,
USC00406180,USC00405882,
USC00406219,USC00405887,
USC00406224,USC00405896,
USC00406229,USC00405941,
USC00406237,USC00405949,
USC00406266,USC00405956,
USC00406271,USC00405966,
USC00406272,USC00406012,
USC00406274,USC00406104,
USC00406287,USC00406154,
USC00406292,USC00406162,
USC00406308,USC00406170,
USC00406326,USC00406175,
USC00406328,USC00406180,
USC00406330,USC00406219,
USC00406335,USC00406224,
USC00406340,USC00406229,
USC00406358,USC00406237,
USC00406371,USC00406266,
USC00406374,USC00406271,
USC00406376,USC00406272,
USC00406384,USC00406274,
USC00406403,USC00406287,
USC00406404,USC00406292,
USC00406407,USC00406308,
USC00406410,USC00406326,
USC00406427,USC00406328,
USC00406435,USC00406330,
USC00406454,USC00406335,
USC00406471,USC00406340,
